STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr5:165095697	chr5:165048824	rs6556803	risk-taking behaviour	1e-08	0.8352371712410055
chr5:165125987	chr5:165046740	rs7737940	diet measurement	7e-09	0.7015371421343223
chr5:165963964	chr5:165969405	rs75836061	intelligence	2e-08	0.7842724284031605
chr5:166007517	chr5:165978673	rs830237	intelligence	1e-09	0.7880856034456608
chr5:167454453	chr5:167456618	rs12654709	body height	1e-08	0.8474435640511948
chr5:168970180	chr5:168959084	rs12188351	psoriasis	1e-08	0.8452576793483774
chr5:168970180	chr5:168959084	rs12188351	atrial fibrillation	3e-09	0.8452576793483774
chr5:170860846	chr5:170896678	rs2339171	smoking status measurement	2e-13	0.7006607895736116
chr5:170860846	chr5:170965899	rs13166557	mathematical ability	5e-09	0.7093039102817725
chr5:170860846	chr5:171057971	rs810496	self reported educational attainment	4e-08	0.7761010539377339
chr5:170918404	chr5:170896678	rs2339171	smoking status measurement	2e-13	0.8534763944931454
chr5:170918404	chr5:170945813	rs973605	smoking initiation	8e-09	0.7484086216071125
chr5:170918404	chr5:170962528	rs3849710	mathematical ability	1e-11	0.7192193856072738
chr5:170918404	chr5:170962528	rs3849710	self reported educational attainment	4e-10	0.7192193856072738
chr5:170918404	chr5:170965899	rs13166557	mathematical ability	5e-09	0.8550837152327625
chr5:170918404	chr5:170968816	rs11134672	smoking behavior	3e-10	0.7465731718029672
chr5:170918404	chr5:171057971	rs810496	self reported educational attainment	4e-08	0.793830939965785
chr5:170918404	chr5:171099090	rs245768	C-reactive protein measurement	8e-11	0.7996018288807014
chr5:171377977	chr5:171411280	rs10040865	mathematical ability	2e-08	0.8491315105765018
chr5:171732765	chr5:171743637	rs17568725	Hepatitis	1e-08	0.8671207636972429
chr5:171742304	chr5:171743637	rs17568725	Hepatitis	1e-08	0.8530275370775051
chr5:171771758	chr5:171773655	rs27947	body height	4e-31	0.7891036390634265
chr5:173508987	chr5:173512423	rs6869841	prostate carcinoma	5e-08	0.8074494300651565
chr5:177392465	chr5:177388123	rs5030873	creatinine measurement	1e-20	0.7954480735019615
chr5:177392465	chr5:177388765	rs35610898	glomerular filtration rate	1e-56	0.8119657030590088
chr5:177392465	chr5:177388879	rs56297224	asthma	2e-08	0.7674312597093836
chr5:177392465	chr5:177390635	rs6420094	creatinine measurement, chronic kidney disease	1e-14	0.8791984357953228
chr5:177392465	chr5:177390635	rs6420094	chronic kidney disease	4e-09	0.8791984357953228
chr5:177392465	chr5:177390635	rs6420094	creatinine measurement, glomerular filtration rate	5e-22	0.8791984357953228
chr5:177392465	chr5:177395511	rs6862195	glomerular filtration rate	6e-60	0.8830785256226673
chr5:179088718	chr5:179078166	rs4701031	FEV/FEC ratio	3e-09	0.8480576330140847
chr5:179088718	chr5:179078166	rs4701031	BMI-adjusted waist circumference	1e-16	0.8480576330140847
chr5:179088718	chr5:179098778	rs10464079	waist-hip ratio	5e-08	0.8341854404096573
chr5:179088718	chr5:179108712	rs11750568	body height	6e-11	0.8319967225084769
chr5:179487906	chr5:179487710	rs6875834	DNA methylation	4e-08	0.8063952221405719
chr5:180794412	chr5:180796064	rs72650616	body height	5e-10	0.9105360648316398
chr6:674713	chr6:684034	rs4960188	FEV/FEC ratio	1e-09	0.7521680721534871
chr6:2044883	chr6:1989370	rs9392348	open-angle glaucoma	2e-10	0.8083544130647051
chr6:2044883	chr6:2040937	rs9378671	intraocular pressure measurement	7e-15	0.8957267543349624
chr6:2044883	chr6:2053443	rs9378319	intraocular pressure measurement	7e-17	0.8673141284852981
chr6:2044883	chr6:2055443	rs11242735	heel bone mineral density	7e-18	0.8896258360380803
chr6:1995508	chr6:1997631	rs7757144	urate measurement	2e-11	0.8523342128374167
chr6:1995508	chr6:2050557	rs115986297	hematocrit	1e-17	0.7915777045053137
chr6:1995508	chr6:2050557	rs115986297	hemoglobin measurement	2e-22	0.7915777045053137
chr6:1995508	chr6:2050557	rs115986297	erythrocyte count	1e-30	0.7915777045053137
chr6:4718262	chr6:4717639	rs12196896	red blood cell distribution width	4e-18	0.7963569633849783
chr6:6774702	chr6:6762491	rs9504921	body height	1e-14	0.7341921934575512
chr6:6774702	chr6:6769697	rs6918434	BMI-adjusted waist-hip ratio	3e-15	0.9199207846551248
chr6:7294691	chr6:7281421	rs1050226	type II diabetes mellitus	3e-11	0.7128775695354708
chr6:7294691	chr6:7290204	rs9505118	type II diabetes mellitus	1e-09	0.7560407069624536
chr6:13779780	chr6:13775675	rs6459098	intelligence	4e-08	0.7360697084807218
chr6:14591103	chr6:14572832	rs9296938	waist-hip ratio	2e-12	0.7059094394831018
chr6:14598326	chr6:14595642	rs6932767	BMI-adjusted waist-hip ratio	1e-14	0.7881112515356645
chr6:14598326	chr6:14595642	rs6932767	waist-hip ratio	3e-14	0.7881112515356645
chr6:14598326	chr6:14595642	rs6932767	BMI-adjusted waist circumference	3e-10	0.7881112515356645
chr6:16663647	chr6:16662697	rs7772172	self reported educational attainment	2e-10	0.9926288960449758
chr6:16663647	chr6:16662870	rs9297016	self reported educational attainment	1e-09	0.9926264424905272
chr6:16663647	chr6:16663232	rs6459480	household income	5e-10	0.7241773119440313
chr6:16663647	chr6:16663232	rs6459480	schizophrenia, intelligence, self reported educational attainment	2e-10	0.7241773119440313
chr6:18103879	chr6:18104469	rs7744541	aging	2e-15	0.9346368393959924
chr6:18103879	chr6:18110325	rs6915893	aging	2e-13	0.7370446989855778
chr6:18925608	chr6:18913149	rs9477927	pulse pressure measurement	5e-08	0.8069967643992119
chr6:19096055	chr6:19079960	rs2742986	chronotype measurement	3e-09	0.7178046664829464
chr6:19096055	chr6:19102016	rs9465253	chronotype measurement	3e-09	0.9422396353424719
chr6:24466571	chr6:24462792	rs17300770	alkaline phosphatase measurement	6e-84	0.7520931250014725
chr6:24499977	chr6:24491247	rs1883415	alkaline phosphatase measurement	6e-26	0.8828506912218933
chr6:25546654	chr6:25527735	rs214053	platelet count	4e-39	0.8704804748604792
chr6:25546654	chr6:25527735	rs214053	platelet component distribution width	7e-35	0.8704804748604792
chr6:25546654	chr6:25528322	rs6913974	mean platelet volume	8e-45	0.8611418895838839
chr6:25546654	chr6:25548060	rs441460	platelet count	9e-18	0.9162445272237446
chr6:25607194	chr6:25607343	rs742132	uric acid measurement	9e-09	0.9597426823588182
chr6:25607194	chr6:25624572	rs73397619	aging	2e-10	0.8112579393099678
chr6:25607194	chr6:25671618	rs4712953	aging	4e-09	0.7135899428277109
chr6:25650638	chr6:25607343	rs742132	uric acid measurement	9e-09	0.7784274856136902
chr6:25650638	chr6:25624572	rs73397619	aging	2e-10	0.8546291927706079
chr6:25650638	chr6:25671618	rs4712953	aging	4e-09	0.8957226285067396
chr6:25685651	chr6:25684378	rs13191296	squamous cell lung carcinoma	3e-10	0.8098349270926123
chr6:25858178	chr6:25851141	rs1165187	chronic kidney disease, urinary metabolite measurement	1e-39	0.9541722564171939
chr6:25858178	chr6:25851301	rs1747551	chronic kidney disease, urinary metabolite measurement	7e-24	0.9542221289700484
chr6:25858178	chr6:25870517	rs556339	chronic kidney disease, urinary metabolite measurement	2e-18	0.8180505457655809
chr6:25941238	chr6:26015261	rs13191445	lung carcinoma	1e-09	0.8565273877790194
chr6:25941238	chr6:26015261	rs13191445	glomerular filtration rate, diabetes mellitus	3e-08	0.8565273877790194
chr6:26129302	chr6:26094139	rs1572982	anxiety	3e-08	0.9233546499008612
chr6:26129302	chr6:26102480	rs198856	wellbeing measurement	3e-10	0.9233541641005079
chr6:26129302	chr6:26122274	rs198825	neuroticism measurement	2e-08	0.9904291706430507
chr6:26129302	chr6:26127998	rs198813	intelligence	2e-10	0.9894111382664713
chr6:26129302	chr6:26139705	rs198800	neuroticism measurement	7e-09	0.9665739572190499
chr6:26358053	chr6:26374182	rs9379870	intelligence	2e-09	0.7806678669679026
chr6:26358053	chr6:26375933	rs1985732	depressive symptom measurement	6e-09	0.8166755440891471
chr6:26358053	chr6:26376604	rs13218591	schizophrenia, autism spectrum disorder	6e-13	0.7601433541507262
chr6:26358053	chr6:26376604	rs13218591	unipolar depression	2e-08	0.7601433541507262
chr6:26408245	chr6:26384865	rs2072806	Headache	5e-09	0.8012477155895222
chr6:26408245	chr6:26434402	rs9366656	diet measurement	7e-15	0.8358348067905581
chr6:26632553	chr6:26577629	rs6918506	self reported educational attainment	1e-15	0.7782108142084437
chr6:26632553	chr6:26582901	rs9467804	self reported educational attainment	6e-25	0.7284645036922665
chr6:26632553	chr6:26667988	rs62396201	mathematical ability	9e-10	0.7382210388432145
chr6:26646033	chr6:26577629	rs6918506	self reported educational attainment	1e-15	0.7345657452509613
chr6:26646033	chr6:26667988	rs62396201	mathematical ability	9e-10	0.7626807127532295
chr6:26628719	chr6:26664040	rs9348729	intelligence	2e-09	0.8558639671050213
chr6:27267595	chr6:27183530	rs12210905	BMI-adjusted hip circumference	1e-08	0.7365211282903253
chr6:27186746	chr6:27292013	rs76736394	neuroticism measurement	2e-08	0.7847694007353404
chr6:27186746	chr6:27303811	rs147121091	unipolar depression, asthma	3e-08	0.7759132195289524
chr6:27700687	chr6:27457865	rs34196306	breast carcinoma	1e-09	0.7275903861663409
chr6:27700687	chr6:27566749	rs10484399	Sarcoidosis	1e-16	0.9237386338367912
chr6:27700687	chr6:27566749	rs10484399	depressive symptom measurement	1e-20	0.9237386338367912
chr6:27700687	chr6:27624224	rs35715914	unipolar depression	8e-11	0.8250813627116753
chr6:27700687	chr6:27624224	rs35715914	apolipoprotein A 1 measurement	1e-21	0.8250813627116753
chr6:27700687	chr6:27638937	rs13212093	forced expiratory volume	5e-11	0.9618609418362463
chr6:27700687	chr6:27654305	rs141342723	schizophrenia, autism spectrum disorder	4e-24	0.9542923385926798
chr6:27700687	chr6:27685341	rs13217620	lung carcinoma	1e-10	0.742695098984366
chr6:27700687	chr6:27685341	rs13217620	smoking status measurement, lung carcinoma	3e-08	0.742695098984366
chr6:27700687	chr6:27771787	rs35501037	pulse pressure measurement	4e-16	0.8718710911414137
chr6:27700687	chr6:27771787	rs35501037	urate measurement	3e-14	0.8718710911414137
chr6:27700687	chr6:27791336	rs35037868	lung carcinoma	2e-10	0.8401073702472167
chr6:27700687	chr6:27791336	rs35037868	white matter microstructure measurement	1e-08	0.8401073702472167
chr6:27700687	chr6:27837477	rs34706883	schizophrenia	5e-27	0.8933267463234305
chr6:27700687	chr6:27839207	rs13212651	intelligence	6e-13	0.8436680616590805
chr6:27700687	chr6:27847861	rs13194781	depressive symptom measurement	4e-21	0.8858836450777272
chr6:27700687	chr6:27873148	rs45509595	breast carcinoma	5e-09	0.832673219303157
chr6:27700687	chr6:27901014	rs13199649	lung carcinoma	2e-10	0.8181862843307006
chr6:27700687	chr6:27912204	rs61742093	glomerular filtration rate, diabetes mellitus	1e-08	0.740700909205504
chr6:27700687	chr6:27912204	rs61742093	hemoglobin measurement	1e-44	0.740700909205504
chr6:27700687	chr6:27916234	rs13218875	squamous cell lung carcinoma	2e-10	0.790649603118931
chr6:27700687	chr6:27916234	rs13218875	smoking status measurement, lung carcinoma	1e-08	0.790649603118931
chr6:27700687	chr6:27944946	rs547190239	diastolic blood pressure	1e-13	0.7775531040643542
chr6:27570576	chr6:27547740	rs6910838	guilt measurement	4e-08	0.8480336623906884
chr6:27570576	chr6:27592808	rs10946940	systemic lupus erythematosus	8e-09	0.8747945990721875
chr6:27570576	chr6:27665239	rs9366697	guilt measurement	5e-09	0.8168429981772455
chr6:27570576	chr6:27665239	rs9366697	neuroticism measurement	2e-08	0.8168429981772455
chr6:27570576	chr6:27752933	rs36042294	age at onset, Myopia	4e-08	0.7649255416574653
chr6:27770050	chr6:27771022	rs4140646	Parkinson's disease	6e-12	0.9299934205352594
chr6:28087815	chr6:27839207	rs13212651	intelligence	6e-13	0.8037395405474722
chr6:28087815	chr6:27847861	rs13194781	depressive symptom measurement	4e-21	0.8599191515380615
chr6:28087815	chr6:27873148	rs45509595	breast carcinoma	5e-09	0.9131352863453353
chr6:28087815	chr6:27901014	rs13199649	lung carcinoma	2e-10	0.9310021069875638
chr6:28087815	chr6:27912204	rs61742093	glomerular filtration rate, diabetes mellitus	1e-08	0.8430684116867692
chr6:28087815	chr6:27912204	rs61742093	hemoglobin measurement	1e-44	0.8430684116867692
chr6:28087815	chr6:27916234	rs13218875	squamous cell lung carcinoma	2e-10	0.899752306908089
chr6:28087815	chr6:27916234	rs13218875	smoking status measurement, lung carcinoma	1e-08	0.899752306908089
chr6:28087815	chr6:27944946	rs547190239	diastolic blood pressure	1e-13	0.9508232747754349
chr6:28087815	chr6:28021474	rs142965311	high density lipoprotein cholesterol measurement	4e-19	0.9667736872632979
chr6:28087815	chr6:28026638	rs71559067	glomerular filtration rate	8e-09	0.9310021069875638
chr6:28087815	chr6:28092461	rs13197574	Sarcoidosis	3e-17	1.0000000000000009
chr6:28087815	chr6:28092461	rs13197574	unipolar depression	1e-11	1.0000000000000009
chr6:28087815	chr6:28106103	rs34662244	smoking status measurement, lung carcinoma	2e-09	0.9641239712830046
chr6:28087815	chr6:28106103	rs34662244	breast carcinoma	3e-09	0.9641239712830046
chr6:28087815	chr6:28107123	rs35952432	lung carcinoma	6e-11	0.9641239712830046
chr6:28087815	chr6:28121953	rs66886492	intelligence	2e-15	1.0000000000000009
chr6:28087815	chr6:28121953	rs66886492	depressive symptom measurement	3e-15	1.0000000000000009
chr6:28015006	chr6:28023229	rs149979	neuroticism measurement	1e-10	0.9280043639804602
chr6:28015006	chr6:28023229	rs149979	wellbeing measurement	4e-11	0.9280043639804602
chr6:28015006	chr6:28139049	rs4713145	unipolar depression	5e-11	0.7412693443972793
chr6:28049326	chr6:28034610	rs149943	physical activity measurement	2e-09	0.9547634427240224
chr6:28049326	chr6:28043738	rs149949	squamous cell lung carcinoma	2e-10	0.9432274298809064
chr6:28049326	chr6:28043738	rs149949	guilt measurement	3e-08	0.9432274298809064
chr6:28049326	chr6:28043874	rs202906	schizophrenia, autism spectrum disorder	3e-16	0.9307478994698123
chr6:28049326	chr6:28043874	rs202906	white matter microstructure measurement	1e-08	0.9307478994698123
chr6:28040534	chr6:28069242	rs149957	mathematical ability	4e-08	0.7489430224356476
chr6:28201261	chr6:28139049	rs4713145	unipolar depression	5e-11	0.7970215366731581
chr6:28201261	chr6:28207771	rs1150696	white matter microstructure measurement	4e-08	0.7748751209556151
chr6:28242757	chr6:28230108	rs34787248	schizophrenia, autism spectrum disorder	2e-11	0.7197688477523619
chr6:28781108	chr6:28728995	rs150814685	unipolar depression, asthma	2e-11	0.8699085423460107
chr6:28781108	chr6:28928998	rs9468445	susceptibility to shingles measurement	4e-09	0.8596630203956674
chr6:28887406	chr6:28728995	rs150814685	unipolar depression, asthma	2e-11	0.9752235142522299
chr6:28887406	chr6:28928998	rs9468445	susceptibility to shingles measurement	4e-09	0.9909959649057524
chr6:28756564	chr6:28751978	rs1233587	white matter integrity	6e-12	0.9661795531029251
chr6:28756564	chr6:28751978	rs1233587	white matter microstructure measurement	2e-08	0.9661795531029251
chr6:28756564	chr6:28753757	rs1742741	white matter microstructure measurement	4e-09	0.9646529786530892
chr6:28756564	chr6:28759816	rs1233595	white matter microstructure measurement	1e-09	0.9620786362173458
chr6:28898433	chr6:28898433	rs150164120	white matter microstructure measurement	2e-10	0.9736845654499189
chr6:29236103	chr6:28997735	rs114357009	asthma	2e-10	0.8960318165807574
chr6:29236103	chr6:29094774	rs115166140	susceptibility to shingles measurement	1e-09	0.8901550759891281
chr6:29236103	chr6:29197260	rs114224598	susceptibility to shingles measurement	6e-09	0.878586840878112
chr6:29236103	chr6:29197260	rs114224598	feeling miserable measurement	3e-08	0.878586840878112
chr6:29236103	chr6:29349400	rs148466862	wellbeing measurement	8e-12	0.8644326465027989
chr6:29236103	chr6:29349400	rs148466862	neuroticism measurement	5e-10	0.8644326465027989
chr6:29236103	chr6:29349400	rs148466862	depressive symptom measurement	1e-10	0.8644326465027989
chr6:29236103	chr6:29438111	rs55740552	susceptibility to shingles measurement	1e-10	0.732517971856502
chr6:29126012	chr6:29177846	rs9295795	chronotype measurement	2e-08	0.8530091870726905
chr6:29591270	chr6:29583639	rs12524535	mood instability measurement	8e-09	0.9539723540042961
chr6:29591270	chr6:29597596	rs28893517	unipolar depression, mood disorder	5e-10	0.9854026157000227
chr6:29591270	chr6:29612214	rs41286287	feeling miserable measurement	1e-08	0.9591717597109487
chr6:29591270	chr6:29612214	rs41286287	neuroticism measurement	2e-08	0.9591717597109487
chr6:29591270	chr6:29622938	rs115645848	psoriatic arthritis	6e-10	0.7194552302678664
chr6:29594593	chr6:29595290	rs17508548	unipolar depression, mood disorder	1e-08	0.9118225218006812
chr6:29594593	chr6:29598305	rs28986304	neuroticism measurement	8e-10	0.9114014510438888
chr6:29594593	chr6:29603064	rs2267633	neuroticism measurement	1e-09	0.9122225836118524
chr6:29657256	chr6:29656335	rs29234	colorectal health	2e-08	0.9375385759626206
chr6:29676103	chr6:29678388	rs396660	MHC class I polypeptide-related sequence A measurement	3e-10	0.9470195955526437
chr6:29699788	chr6:29678388	rs396660	MHC class I polypeptide-related sequence A measurement	3e-10	0.7157978886841884
chr6:29686557	chr6:29681770	rs385492	schizophrenia	1e-08	0.9494443189281344
chr6:29686557	chr6:29681770	rs385492	schizophrenia, autism spectrum disorder	4e-09	0.9494443189281344
chr6:29735182	chr6:29737882	rs2523393	multiple sclerosis	1e-17	0.705328037817369
chr6:29669285	chr6:29771223	rs3888722	pemphigus foliaceus	7e-09	0.7400623620584095
chr6:29840757	chr6:29839616	rs2517887	triglyceride measurement	2e-09	0.9866392377829202
chr6:29840757	chr6:29842083	rs1476570	colorectal cancer	7e-09	0.9186306435580777
chr6:29784099	chr6:29959505	rs114577328	drug-induced liver injury	2e-08	0.8056095479290237
chr6:29784099	chr6:29992223	rs7749944	frontal fibrosing alopecia	8e-42	0.7930467049790568
chr6:29788455	chr6:29959505	rs114577328	drug-induced liver injury	2e-08	0.8056098440284738
chr6:29788455	chr6:29992223	rs7749944	frontal fibrosing alopecia	8e-42	0.7930470228725409
chr6:30087562	chr6:29974306	rs3823355	Vitiligo	9e-23	0.7715846347894407
chr6:30087562	chr6:29983056	rs114950038	schizophrenia, autism spectrum disorder	2e-12	0.7070670387965613
chr6:30000958	chr6:29978172	rs3132685	unipolar depression	2e-13	0.7003167191195164
chr6:30000958	chr6:30002812	rs7758512	HIV-1 infection	2e-08	0.9365182231961973
chr6:30000958	chr6:30046110	rs9261224	interleukin-1 beta measurement	1e-09	0.7393440762246931
chr6:30000958	chr6:30049294	rs6917603	lipid measurement	3e-29	0.7359550491482398
chr6:30000958	chr6:30049294	rs6917603	interleukin-1 beta measurement	2e-12	0.7359550491482398
chr6:30072665	chr6:29978172	rs3132685	unipolar depression	2e-13	0.8939279206242303
chr6:30072665	chr6:30002812	rs7758512	HIV-1 infection	2e-08	0.8087778864740831
chr6:30072665	chr6:30006148	rs4313034	Graves disease	2e-15	0.7497895624520629
chr6:30072665	chr6:30006148	rs4313034	Oral ulcer	2e-18	0.7497895624520629
chr6:30072665	chr6:30067564	rs9261281	heel bone mineral density	1e-09	0.7799731852210509
chr6:30138067	chr6:30140906	rs9261484	Parkinson's disease	2e-08	0.8536229557598817
chr6:30320703	chr6:30262145	rs2516703	mosquito bite reaction itch intensity measurement	1e-10	0.8602731493592988
chr6:30146405	chr6:30313310	rs6926097	susceptibility to mumps measurement	2e-13	0.7408774589443278
chr6:30198070	chr6:30313310	rs6926097	susceptibility to mumps measurement	2e-13	0.8710225458198657
chr6:30440603	chr6:30430613	rs114810763	self reported educational attainment	6e-12	0.9564261823535497
chr6:30507527	chr6:30569829	rs3132613	Graves disease	1e-13	0.7474601584207275
chr6:30611312	chr6:30571428	rs4148247	influenza A (H1N1)	1e-08	0.7505077644510789
chr6:30631778	chr6:30571428	rs4148247	influenza A (H1N1)	1e-08	0.7399394538445969
chr6:30973983	chr6:31002161	rs6920820	heel bone mineral density	2e-09	0.816820245043711
chr6:31042510	chr6:31058459	rs76541615	type II diabetes mellitus	1e-17	0.7617812048987527
chr6:31167394	chr6:31138682	rs1265097	body height	2e-32	0.7523437040839099
chr6:31167394	chr6:31138682	rs1265097	apolipoprotein B measurement	7e-18	0.7523437040839099
chr6:31220376	chr6:31216419	rs3869109	coronary heart disease	1e-09	0.747079408002301
chr6:31220376	chr6:31219298	rs114276265	schizophrenia, autism spectrum disorder	4e-16	0.8566741634096809
chr6:31272522	chr6:31262153	rs9264413	monocyte percentage of leukocytes	4e-40	0.8530260420707386
chr6:31272522	chr6:31264334	rs3130542	hepatitis B virus infection	9e-14	0.8844906813925825
chr6:31272522	chr6:31266717	rs9264533	granulocyte percentage of myeloid white cells	4e-33	0.8535222328438878
chr6:31272522	chr6:31268790	rs1049281	BMI-adjusted waist-hip ratio	2e-08	0.8882576000257552
chr6:31272522	chr6:31268790	rs1049281	smoking behavior, BMI-adjusted waist-hip ratio	1e-18	0.8882576000257552
chr6:31272522	chr6:31272025	rs116108880	IgG galactosylation measurement	8e-10	0.8344991680710887
chr6:31272522	chr6:31272469	rs10569394	blood protein measurement	3e-32	0.8967084650819642
chr6:31449008	chr6:31451288	rs3130901	red blood cell distribution width	3e-14	0.8256235566648845
chr6:31552266	chr6:31571991	rs2071590	mathematical ability	1e-08	0.934828923787633
chr6:31709243	chr6:31605800	rs144360625	MHC class I polypeptide-related sequence A measurement	3e-11	0.768597084127348
chr6:31709243	chr6:31707988	rs2242653	MHC class I polypeptide-related sequence A measurement	3e-10	0.9143543004041751
chr6:31685805	chr6:31635190	rs1046089	age at menopause	2e-16	0.840857282854713
chr6:31685805	chr6:31638615	rs151168737	diastolic blood pressure	4e-20	0.7991064693030955
chr6:31685805	chr6:31642752	rs1077393	neuroticism measurement	2e-08	0.8067089237143408
chr6:31685805	chr6:31642752	rs1077393	worry measurement	4e-10	0.8067089237143408
chr6:31685805	chr6:31648589	rs805303	systolic blood pressure	2e-11	0.9423297076663407
chr6:31685805	chr6:31648589	rs805303	diastolic blood pressure	3e-11	0.9423297076663407
chr6:31685805	chr6:31648589	rs805303	hypertension	1e-10	0.9423297076663407
chr6:31685805	chr6:31741572	rs1144709	mathematical ability	3e-10	0.738201296715443
chr6:31701373	chr6:31635190	rs1046089	age at menopause	2e-16	0.8741514067289063
chr6:31701373	chr6:31638615	rs151168737	diastolic blood pressure	4e-20	0.8314395392356293
chr6:31701373	chr6:31642752	rs1077393	neuroticism measurement	2e-08	0.8314631823066191
chr6:31701373	chr6:31642752	rs1077393	worry measurement	4e-10	0.8314631823066191
chr6:31701373	chr6:31648589	rs805303	systolic blood pressure	2e-11	0.9678312805286745
chr6:31701373	chr6:31648589	rs805303	diastolic blood pressure	3e-11	0.9678312805286745
chr6:31701373	chr6:31648589	rs805303	hypertension	1e-10	0.9678312805286745
chr6:31680050	chr6:31895099	rs115062572	tumor necrosis factor beta measurement	5e-10	0.8045943665721308
chr6:31680050	chr6:31895099	rs115062572	Oral ulcer	2e-08	0.8045943665721308
chr6:31894810	chr6:31895656	rs2243873	smoking status measurement, systolic blood pressure	3e-14	0.9818168216551146
chr6:31894810	chr6:31895656	rs2243873	smoking status measurement, diastolic blood pressure	1e-10	0.9818168216551146
chr6:31955770	chr6:31924864	rs9267677	cognitive function measurement	2e-09	0.8969857665042719
chr6:31955770	chr6:31924864	rs9267677	mathematical ability	7e-16	0.8969857665042719
chr6:31955770	chr6:31924864	rs9267677	self reported educational attainment	8e-18	0.8969857665042719
chr6:32098457	chr6:32046679	rs34214527	mathematical ability	4e-10	0.7109688051038657
chr6:32098457	chr6:32072827	rs204881	susceptibility to shingles measurement	5e-14	0.7474325789389373
chr6:32098457	chr6:32081646	rs12211410	self reported educational attainment	2e-13	0.7936082803748993
chr6:32098457	chr6:32098988	rs13199524	psoriatic arthritis	6e-10	0.79802958594962
chr6:32272890	chr6:32255481	rs3130320	BMI-adjusted waist-hip ratio, physical activity measurement	6e-09	0.7731642759677337
chr6:32272890	chr6:32262577	rs3132972	mosquito bite reaction itch intensity measurement, mosquito bite reaction size measurement	8e-09	0.7042219074018975
chr6:32378632	chr6:32377506	rs7758128	Vitiligo	8e-11	0.7607852330657193
chr6:32380645	chr6:32411712	rs9268516	asthma	1e-08	0.9685372471353908
chr6:32424072	chr6:32421366	rs116869525	response to thioamide, Graves disease, Drug-induced agranulocytosis	1e-08	0.7549929036177349
chr6:32424072	chr6:32424980	rs6935999	17-hydroxyprogesterone measurement	3e-11	0.8104467432550554
chr6:32457391	chr6:32444658	rs3177928	low density lipoprotein cholesterol measurement	3e-17	0.982432449097631
chr6:32457391	chr6:32444658	rs3177928	total cholesterol measurement	5e-22	0.982432449097631
chr6:32457391	chr6:32444658	rs3177928	triglyceride measurement	1e-09	0.982432449097631
chr6:32598556	chr6:32460338	rs115918645	type II diabetes mellitus	1e-11	0.7510445514021956
chr6:32598556	chr6:32460938	rs114800139	Vogt-Koyanagi-Harada disease	1e-119	0.7457102358376633
chr6:32598556	chr6:32461866	rs9268853	lymphoma	2e-10	0.8272604443440126
chr6:32598556	chr6:32461866	rs9268853	ulcerative colitis	1e-55	0.8272604443440126
chr6:32598556	chr6:32461866	rs9268853	type I diabetes mellitus	2e-23	0.8272604443440126
chr6:32598556	chr6:32464300	rs9268905	temporal arteritis	2e-54	0.8273035878752336
chr6:32598556	chr6:32465058	rs9268923	ulcerative colitis	4e-15	0.8273266513806988
chr6:32598556	chr6:32465058	rs9268923	Epstein Barr virus nuclear antigen 1 IgG measurement	1e-13	0.8273266513806988
chr6:32598556	chr6:32465390	rs2395185	ulcerative colitis	9e-23	0.8273266513806976
chr6:32598556	chr6:32465390	rs2395185	Hodgkins lymphoma	4e-31	0.8273266513806976
chr6:32598556	chr6:32465390	rs2395185	lung carcinoma	1e-08	0.8273266513806976
chr6:32598556	chr6:32465390	rs2395185	antinuclear antibody measurement	1e-11	0.8273266513806976
chr6:32598556	chr6:32465964	rs117230773	Cystic fibrosis, lung disease severity measurement	2e-09	0.8152215878096931
chr6:32598556	chr6:32469383	rs183975233	body mass index	8e-16	0.7429612881458416
chr6:32598556	chr6:32593106	rs28366301	high density lipoprotein cholesterol measurement	8e-11	0.8617256538964128
chr6:32598556	chr6:32623102	rs9271585	urate measurement	7e-12	0.8677382321627908
chr6:32598556	chr6:32623671	rs115472351	body mass index	6e-10	0.8680794389503886
chr6:32598556	chr6:32626251	rs9271762	blood protein measurement	9e-18	0.7581274513605699
chr6:32598556	chr6:32644384	rs9273062	response to vaccine	2e-10	0.86568753928694
chr6:32598556	chr6:32644683	rs200930495	blood protein measurement	5e-31	0.8260902324334339
chr6:32622508	chr6:32460338	rs115918645	type II diabetes mellitus	1e-11	0.8397323325313352
chr6:32622508	chr6:32460938	rs114800139	Vogt-Koyanagi-Harada disease	1e-119	0.8352927482764632
chr6:32622508	chr6:32460995	rs9268839	rheumatoid arthritis	1e-250	0.7361473567474914
chr6:32622508	chr6:32461866	rs9268853	lymphoma	2e-10	0.9153686106557447
chr6:32622508	chr6:32461866	rs9268853	ulcerative colitis	1e-55	0.9153686106557447
chr6:32622508	chr6:32461866	rs9268853	type I diabetes mellitus	2e-23	0.9153686106557447
chr6:32622508	chr6:32464300	rs9268905	temporal arteritis	2e-54	0.9153946645680181
chr6:32622508	chr6:32465058	rs9268923	ulcerative colitis	4e-15	0.9153645974449961
chr6:32622508	chr6:32465058	rs9268923	Epstein Barr virus nuclear antigen 1 IgG measurement	1e-13	0.9153645974449961
chr6:32622508	chr6:32465390	rs2395185	ulcerative colitis	9e-23	0.9153645974449942
chr6:32622508	chr6:32465390	rs2395185	Hodgkins lymphoma	4e-31	0.9153645974449942
chr6:32622508	chr6:32465390	rs2395185	lung carcinoma	1e-08	0.9153645974449942
